Tier,Gene,Homo_sapiens,Macaca_mulatta,Mus_musculus,Rattus_norvegicus,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
1,OLFM1,nm_001282611.1,nm_001266811.1,nm_019498.2,nm_053573.1,,xm_012445125.1,xm_005213513.1,xm_002743306.2,xm_010993502.1,xm_014116871.1,,xm_003470888.3,,xm_012048953.1,xm_005415081.2,xm_008005719.1,xm_006863705.1,xm_012721179.1,xm_007620398.1,xm_004467337.1,xm_013029321.1,xm_004714442.1,xm_006902377.1,xm_008152477.1,,xm_007532671.1,,xm_008594616.1,,xm_004849003.2,xm_013363586.1,xm_004654067.2,xm_010602003.1,nm_001284664.1,xm_011724695.1,xm_011985045.1,,xm_005085410.2,xm_012790683.1,xm_005346202.1,,xm_001368096.2,xm_004756981.2,xm_008843918.1,xm_003279628.2,xm_004593445.2,xm_004640418.2,xm_004410723.2,xm_004285015.2,xm_002715812.2,xm_003794865.1,,xm_003808492.1,,xm_003911115.2,xm_002820364.3,xm_012639833.1,xm_011376250.1,xm_010372760.1,,xm_010352201.1,xm_004613259.2,xm_013988968.1,xm_012559159.1,xm_006165264.1,
1,OSBPL1A,nm_001242508.1,nm_001266176.1,nm_207530.3,nm_172023.1,xm_011237696.1,xm_012445008.1,nm_001035020.2,xm_008979620.1,xm_010977052.1,xm_005623001.2,,xm_013157122.1,,xm_012056114.1,xm_005372717.2,xm_007974412.1,xm_006835025.1,xm_012725894.1,xm_007627266.1,xm_004465124.2,xm_013014929.1,xm_004702913.2,xm_006895041.1,xm_008148371.1,,xm_007536370.1,xm_003995075.3,xm_008593611.1,,xm_013075259.1,xm_013360217.1,xm_004654838.2,xm_003406354.2,,xm_011713491.1,xm_011983195.1,,xm_013124152.1,xm_012745965.1,xm_005355774.2,,xm_007505340.1,xm_013051261.1,xm_008847623.1,xm_012506332.1,xm_004579596.1,xm_004635804.1,xm_004413717.2,xm_012534455.1,nm_001082233.1,xm_012802073.1,xm_012132725.1,xm_008964419.1,xm_009460405.1,xm_003896184.2,nm_001133772.1,xm_012641750.1,xm_011360426.1,xm_010383217.1,,xm_010335492.1,xm_004606022.2,xm_013999263.1,xm_004387940.1,,
1,PCP4,nm_006198.2,,,nm_013002.4,,xm_012445145.1,nm_001078136.1,,,xm_535596.4,,xm_003463908.3,,xm_012037306.1,xm_005375850.2,xm_007968451.1,xm_006870836.1,,,xm_012527872.1,xm_013027372.1,,,xm_008145783.1,,,,xm_008592809.1,,,xm_005323478.1,xm_012947918.1,,,xm_011726007.1,xm_011998591.1,,xm_013116162.1,,xm_005370134.1,,,,,xm_004089531.1,xm_004594082.2,xm_012514873.1,xm_004411356.2,,,xm_003798065.2,,xm_003819855.2,,xm_009202226.1,xm_003779441.2,xm_012640085.1,xm_011375312.1,xm_010368697.1,,xm_003927606.1,,,,xm_006158174.1,
1,PCSK2,nm_001201528.1,nm_001266025.1,nm_008792.4,nm_012746.1,,xm_012474808.1,nm_174413.3,xm_002747466.2,xm_010986068.1,xm_003433184.3,,xm_013159598.1,,xm_012052015.1,xm_005380904.1,xm_007960726.1,xm_006860627.1,xm_004686939.2,xm_003508113.1,xm_004472399.1,xm_013027061.1,xm_004697816.1,xm_006902082.1,xm_008141110.1,xm_001502605.3,,xm_011288867.1,xm_008588485.1,,xm_004840850.2,xm_013356426.1,xm_004668723.1,xm_003411418.2,,xm_011749944.1,xm_011975910.1,,xm_013112308.1,xm_012776621.1,xm_005365519.1,,xm_007483357.1,xm_013057037.1,xm_008850267.1,xm_003268203.3,xm_004598172.2,xm_004635605.2,xm_004412296.1,xm_004270393.1,xm_008269782.1,xm_012812406.1,nm_001078654.1,xm_003810593.1,xm_003315350.3,xm_003905097.2,nm_001131407.1,xm_012640436.1,xm_011371282.1,xm_010381469.1,,xm_003933180.2,xm_004610910.1,nm_001004044.1,xm_004376450.2,,
1,PENK,nm_001135690.2,nm_001260678.2,nm_011987.4,nm_017139.1,,xm_012463751.1,nm_174141.2,xm_002758922.2,xm_010989526.1,xm_003640011.3,,nm_001173417.1,,xm_012091965.1,xm_005396126.2,xm_008000696.1,xm_006877286.1,xm_012722924.1,xm_007634451.1,xm_012527819.1,xm_013009291.1,xm_004705385.2,xm_006888850.1,xm_008143321.1,,xm_007529537.1,,xm_008564757.1,,xm_013068054.1,xm_005322930.2,xm_004653344.1,xm_003420005.1,xm_005591301.1,xm_011742284.1,xm_011981452.1,,xm_005087581.2,xm_012774095.1,xm_005362278.2,,xm_001368487.3,xm_004768794.2,,xm_003255999.2,xm_004580580.2,xm_004626452.1,xm_004414435.1,xm_004275000.1,,xm_003793677.2,nm_001174115.1,xm_008968455.1,,xm_003916576.1,xm_002819101.1,xm_012661392.1,xm_011359176.1,xm_010362529.1,,xm_003935508.2,xm_012936042.1,xm_003125621.4,xm_004372582.1,xm_006140868.1,
1,QDPR,nm_000320.2,,,nm_024236.2,nm_022390.1,,xm_012472431.1,nm_001076492.2,xm_008993508.1,xm_010991022.1,xm_536229.4,,xm_003465073.3,,xm_012045373.1,xm_005402546.2,xm_008017807.1,xm_006872485.1,xm_012724036.1,,xm_004474225.2,xm_013008891.1,xm_013005927.1,xm_006884516.1,xm_008154871.1,,,,xm_008588168.1,,xm_004847507.1,xm_005318945.2,xm_004656145.1,xm_003411369.2,nm_001283120.1,xm_011723425.1,xm_011992986.1,,xm_005087924.2,xm_012737534.1,xm_005365997.2,,,xm_004773405.2,xm_008826867.1,xm_012499784.1,xm_004579343.1,xm_012516609.1,xm_004410287.2,xm_012537718.1,nm_001319581.1,xm_003793493.2,,xm_003826810.2,xm_001161997.4,,xm_009239824.1,xm_012638481.1,xm_011365891.1,xm_010381674.1,,xm_010338199.1,xm_012934504.1,nm_214343.2,xm_004375169.1,
1,RGS4,nm_001102445.2,nm_001260517.1,nm_009062.3,nm_017214.1,xm_011220429.1,xm_012468887.1,nm_001046600.2,xm_002760305.2,xm_010984428.1,xm_545783.5,,xm_003468614.3,xm_004439018.1,xm_012091214.1,xm_005398260.2,xm_007989722.1,xm_006873428.1,xm_004688426.2,xm_003505828.2,xm_004449384.2,xm_013021762.1,xm_004706769.1,xm_006887370.1,xm_008153090.1,nm_001081939.1,xm_007526748.1,,xm_008571923.1,xm_004028069.1,xm_013065738.1,xm_005342623.2,xm_004663293.1,xm_010594922.1,nm_001283325.1,xm_011760334.1,xm_011977109.1,,xm_005071423.2,xm_012768657.1,xm_013355525.1,,xm_007475004.1,xm_004751425.2,xm_008848215.1,xm_003258784.2,xm_004589129.2,xm_004639885.1,xm_004403466.1,xm_004282035.2,nm_001082214.1,xm_012802669.1,nm_001174111.1,xm_003824574.1,xm_513957.4,xm_003893467.2,nm_001132037.1,xm_012639555.1,xm_011377056.1,xm_010373354.1,,xm_003943392.2,xm_004613881.1,nm_001185184.1,xm_004385757.1,xm_006142338.1,
1,SERPINA3,nm_001085.4,nm_001195350.1,nm_009252.2,nm_031531.1,xm_011237890.1,xm_012458289.1,nm_001081712.1,xm_009006493.1,xm_010987756.1,xm_537546.5,,xm_003463002.3,xm_004434236.1,xm_012037655.1,xm_005390389.2,xm_007987713.1,xm_006839547.1,xm_012724342.1,xm_003501379.1,xm_004455919.1,xm_013012383.1,xm_004698780.1,xm_006879193.1,xm_008159552.1,nm_001114533.1,,,xm_008588170.1,,xm_004837004.2,xm_005341174.2,xm_004665616.1,xm_010588924.1,xm_005594276.1,xm_011717100.1,xm_011991689.1,,nm_001281628.1,xm_012738641.1,xm_013346593.1,,xm_007473635.1,xm_013057325.1,xm_008837559.1,xm_004091837.2,xm_004584544.2,xm_004627525.1,xm_012560318.1,xm_012533982.1,nm_001081994.1,xm_012803409.1,xm_012098288.1,xm_003832822.2,nm_001280360.1,xm_003902212.2,nm_001133380.1,xm_012655225.1,xm_011379604.1,xm_010376817.1,,xm_010339463.1,xm_012935232.1,xm_013978400.1,xm_012555652.1,xm_006165416.1,xm_004320695.1
1,SFPQ,nm_005066.2,nm_001257902.1,nm_023603.3,nm_001025271.1,,xm_012441170.1,nm_001075277.1,xm_002749149.2,xm_010977554.1,xm_005629406.2,,xm_003471490.3,,xm_012030797.1,xm_005395311.2,xm_007979458.1,xm_006867519.1,xm_012722371.1,xm_007636113.1,xm_004472215.1,xm_013034073.1,xm_013005256.1,xm_006886431.1,xm_008156960.1,,,,xm_008585669.1,,xm_004850918.2,xm_005318096.1,xm_004665236.1,xm_010595196.1,,xm_011763382.1,xm_011995620.1,,xm_005079457.2,,xm_013348317.1,,xm_001376119.3,xm_013046126.1,,xm_012511381.1,xm_004591714.2,xm_012514112.1,xm_004402688.1,xm_004266481.2,,xm_012804120.1,,xm_003832998.2,nm_001251847.1,xm_009204636.1,xm_002811073.3,xm_012642324.1,xm_011357946.1,xm_010385153.1,,xm_010348093.1,xm_004614331.2,nm_001243486.1,xm_004371960.2,,
1,SLC6A4,nm_001045.5,nm_001032823.1,nm_010484.2,nm_013034.4,nm_001304931.1,xm_012449432.1,nm_174609.2,xm_008997142.1,xm_010978939.1,xm_005624348.2,,nm_001173018.1,xm_004433341.1,xm_012072031.1,xm_005402663.2,xm_008010933.1,xm_006863198.1,xm_004684821.2,xm_003498016.2,xm_012521703.1,xm_013016386.1,xm_004706896.1,xm_006890990.1,xm_008147853.1,nm_001081824.2,xm_007520431.1,xm_003996558.3,xm_008584166.1,xm_004038458.1,xm_004857080.2,xm_005327866.1,xm_004667878.1,xm_003416785.2,nm_001287324.1,xm_011736943.1,xm_011990381.1,,xm_013111559.1,xm_012790869.1,xm_005349506.1,,xm_007474877.1,xm_004746922.2,xm_008828733.1,xm_012503491.1,xm_004593939.2,xm_004635375.1,xm_004399702.2,xm_004267096.1,nm_001082382.1,xm_012811576.1,nm_001009446.1,xm_003812715.2,xm_001171406.4,xm_003912600.1,xm_009251472.1,xm_012657316.1,xm_011359910.1,xm_010367953.1,,xm_010342091.1,xm_004605001.1,xm_013981192.1,xm_004376179.1,xm_006148383.1,
1,SMN1,nm_000344.3,nm_001260664.1,nm_011420.2,nm_022509.1,,xm_012462199.1,nm_175701.1,xm_009005603.1,xm_010974970.1,xm_005617216.2,,xm_013154251.1,,xm_012078231.1,xm_005413922.2,xm_007974725.1,xm_006870990.1,xm_004678224.2,xm_007641866.1,xm_004465623.2,xm_013015900.1,xm_004703551.1,xm_006900035.1,xm_008161907.1,,,nm_001009328.1,xm_008575637.1,,xm_013068512.1,xm_005328968.2,xm_012952353.1,xm_003408086.2,nm_001283627.1,xm_011730227.1,xm_011966011.1,,xm_005065608.2,xm_012762910.1,xm_013349654.1,,,xm_013062495.1,,xm_003266039.2,,xm_012513003.1,xm_004403424.1,xm_004270788.1,,xm_012802741.1,,xm_003806767.2,,,xm_009240771.1,xm_012664492.1,xm_011372741.1,xm_010380246.1,,xm_003925769.2,xm_004608500.1,nm_001130735.1,xm_012555008.1,,xm_004326763.1
1,TKT,nm_001064.3,nm_001265797.1,nm_009388.6,nm_022592.1,,xm_012453852.1,nm_001003906.1,,xm_010985047.1,xm_005632422.2,,xm_003479969.3,,xm_012059496.1,xm_005387366.2,xm_007984574.1,xm_006876039.1,xm_004676063.2,xm_007612429.1,xm_004464449.2,xm_013030781.1,xm_013007856.1,xm_006892231.1,xm_008146334.1,,xm_007534891.1,,xm_008582529.1,,xm_004864344.2,xm_005317203.2,xm_004652741.1,xm_010589742.1,xm_005556214.1,xm_011739644.1,xm_011986189.1,,xm_005085207.2,xm_012771591.1,xm_005348752.2,,,xm_004738190.2,xm_008847811.1,xm_012510132.1,xm_012925863.1,xm_004631637.2,xm_004411452.2,xm_004267915.2,xm_008250297.1,xm_003789386.2,xm_004018384.2,xm_003818733.2,nm_001009097.1,xm_003894290.2,nm_001133521.1,xm_012658744.1,xm_011378389.1,xm_010376194.1,,xm_010347028.1,xm_004615169.1,nm_001112681.1,xm_004368616.1,xm_006166987.1,
1,TSPAN13,nm_014399.3,,nm_025359.3,nm_001013244.1,,xm_012450693.1,nm_001035362.1,,xm_010984642.1,xm_539449.5,,xm_003469835.3,,xm_012073292.1,xm_013510494.1,xm_007981972.1,xm_006832242.1,xm_004676738.2,,xm_012528788.1,xm_013024058.1,xm_004702832.1,xm_006880265.1,xm_008148441.1,,,xm_003982822.3,xm_008585673.1,,xm_004839595.1,xm_005328778.2,xm_004652843.1,xm_003407094.2,nm_001319629.1,xm_011731057.1,xm_011966382.1,,xm_013117824.1,xm_012781027.1,xm_013347592.1,,,xm_004743393.2,xm_008844036.1,xm_003252609.3,xm_004582570.2,xm_004626437.1,xm_004400205.1,xm_004263471.1,xm_008274106.1,xm_003782727.2,,xm_008978704.1,xm_001150657.3,,xm_002818181.2,xm_012659394.1,xm_011362838.1,xm_010357664.1,,xm_003938672.2,xm_004602234.1,xm_013979761.1,xm_004377423.1,,
1,UBE2M,nm_003969.3,nm_001194143.1,nm_145578.3,nm_001108471.1,,xm_012473155.1,nm_001083503.1,,xm_010989212.1,xm_541337.5,,xm_003467189.3,,xm_012070479.1,xm_005414400.2,xm_007998465.1,xm_006877326.1,xm_004695487.2,xm_007650107.1,xm_004472716.2,xm_013027644.1,xm_013008033.1,xm_006903030.1,xm_008161090.1,,,xm_011289526.1,xm_008578961.1,,xm_004866522.2,xm_005342406.2,xm_004672888.2,xm_003406679.2,xm_005590665.1,xm_011747973.1,xm_011965832.1,,xm_005087951.2,,xm_013351477.1,,,xm_004780509.2,,xm_012499871.1,xm_004596908.2,xm_004647742.2,xm_004405684.1,xm_004283252.1,,xm_003795336.2,xm_012095234.1,xm_008973188.1,,,xm_002829934.3,xm_012655887.1,xm_011384637.1,xm_010361181.1,,xm_010332386.1,xm_004616922.1,xm_003361783.3,xm_004386918.1,,
1,ZMYM1,nm_001289088.1,nm_001260875.1,nm_026670.4,xm_006238878.2,,xm_012440062.1,xm_010803648.1,xm_002750595.2,xm_010977555.1,xm_014119665.1,,xm_013154151.1,,xm_012063986.1,xm_013519699.1,xm_007979460.1,xm_006867609.1,xm_004678776.2,xm_007614963.1,xm_004472213.1,xm_013034049.1,xm_013005374.1,xm_006886580.1,xm_008156961.1,,,,xm_008585282.1,,xm_004921113.2,xm_013365022.1,xm_004665146.2,xm_003415488.2,nm_001284174.1,xm_011763377.1,xm_011995616.1,,xm_005079458.2,xm_012765256.1,xm_013348288.1,,,xm_013046109.1,,xm_004089747.2,xm_012928823.1,xm_012516871.1,xm_012563207.1,xm_004266482.2,,xm_012804101.1,xm_012094820.1,xm_008965017.1,,xm_003891560.2,xm_002811074.2,xm_012642241.1,xm_011357943.1,xm_010385155.1,,xm_010348095.1,xm_012933996.1,xm_013995978.1,xm_012554313.1,,
