Tier,Gene,Homo_sapiens,Macaca_mulatta,Mus_musculus,Rattus_norvegicus,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
2,GRM8,NM_000845,xm_015134809.1,nm_001311072.1,xm_017592859.1,xm_002913413.3,xm_012474108.1,xm_015470567.1,xm_009003134.2,xm_010975620.1,xm_853912.5,xm_018046971.1,xm_003475159.3,xm_014783933.1,xm_012087941.1,xm_005402351.1,xm_007982809.1,xm_006859342.1,xm_012721074.1,xm_003510592.1,xm_004471660.1,xm_013019941.1,xm_004707785.1,xm_006896080.1,xm_008154053.1,xm_001502502.5,xm_007531810.1,xm_019825763.1,xm_008571458.1,xm_019031789.1,xm_004856414.1,xm_005319401.1,xm_004658605.1,xm_003407246.2,xm_005550666.2,xm_011729687.1,xm_011995931.1,xm_017653912.1,xm_013119082.1,xm_012789101.2,xm_013353220.1,xm_016213364.1,xm_001365949.3,xm_004741848.2,xm_008846402.1,xm_003261422.1,xm_004592495.1,xm_004642707.1,xm_004398045.1,xm_004265482.1,xm_002712087.3,xm_012805131.1,xm_012177078.2,xm_008968453.1,xm_009454141.2,xm_017956173.1,xm_009243194.1,xm_012654713.1,xm_011357255.1,xm_010358805.1,xm_016125218.1,xm_010343415.1,xm_004608293.1,xm_005673194.2,xm_012557360.1,xm_006146885.2,xm_019924505.1
2,HCRTR1,NM_001525,xm_001099090.3,xm_017320157.1,nm_013064.1,xm_002923975.3,xm_012440110.1,nm_001048182.1,xm_002750543.3,xm_010976094.1,xm_003638937.3,xm_005676725.3,xm_003471224.3,xm_004425871.2,xm_012080416.1,xm_005395029.2,xm_007979652.1,xm_006862179.1,xm_004678726.1,xm_016970350.1,xm_012530129.1,xm_013020558.1,xm_004705023.1,xm_006894947.1,xm_008157028.1,xm_001917425.4,xm_007534169.2,xm_003989799.3,xm_008581446.1,xm_004025344.2,xm_004850822.1,xm_005317729.1,xm_004665288.1,xm_003415454.2,xm_015439275.1,xm_011763177.1,xm_011974017.1,xm_017660321.1,xm_005079508.2,xm_020290078.1,xm_005353161.1,xm_016219701.1,xm_003340420.2,xm_013046649.1,xm_008848202.1,xm_003276352.3,xm_004591642.1,xm_004642927.1,xm_004406397.1,xm_004266544.1,xm_017350268.1,xm_003800745.2,xm_012149891.2,xm_003828128.2,xm_016958021.1,xm_017959148.1,xm_002811135.2,xm_012642315.1,xm_011358058.1,xm_010353772.1,xm_016150394.1,xm_010348159.1,xm_004603728.1,xm_005665154.2,xm_004372017.1,xm_006158126.2,xm_019938250.1
2,HCRTR2,NM_001526,xm_001109616.3,nm_198962.3,nm_013074.1,xm_002923075.3,xm_012441647.1,xm_015459731.1,xm_008994619.2,xm_010995388.1,nm_001002933.1,xm_005696190.2,xm_013142764.1,xm_004424006.1,xm_012069322.1,xm_013510721.1,xm_008013672.1,xm_006835727.1,xm_004673583.1,xm_003495008.3,xm_004453642.1,xm_013019060.1,xm_004696346.1,xm_006893137.1,xm_008151558.1,xm_014734686.1,xm_007516496.2,xm_003986250.4,xm_008580943.1,xm_004044226.2,xm_004868829.1,xm_005318546.1,xm_004668188.1,xm_003404420.2,xm_015449292.1,xm_011737559.1,xm_011981283.1,xm_017643230.1,xm_005073719.2,xm_020287135.1,xm_005347608.1,xm_016198057.1,xm_003340420.2,xm_004772409.2,xm_008846124.1,xm_003254127.2,xm_004580569.1,xm_004644629.2,xm_012567968.1,xm_004267773.2,xm_002714513.3,xm_003789655.2,xm_004018732.3,xm_003828934.2,xm_016955681.1,xm_009205398.2,xm_002817022.3,xm_012648723.1,xm_011375020.1,xm_010375141.1,xm_016145667.1,xm_003926378.2,xm_004615791.1,xm_013977736.1,xm_004386821.2,xm_006149187.1,xm_019931389.1
2,HRH1,NM_000861,xm_015130235.1,xm_006505616.3,xm_017592441.1,xm_019793179.1,xm_012472039.1,xm_010817877.2,xm_017965086.1,xm_010984930.1,xm_005632156.2,xm_018066971.1,xm_013144504.1,xm_004443169.2,xm_012060155.1,xm_005387007.2,xm_007985245.1,xm_006872181.1,xm_004692226.2,xm_003496870.2,xm_004466354.1,xm_013010449.1,xm_004702530.1,xm_006900544.1,xm_008152082.1,xm_005600330.2,xm_007517144.2,xm_003982473.3,xm_008590572.1,xm_019022879.1,xm_004874845.2,xm_005333796.2,xm_004651422.1,xm_003409973.2,xm_005547818.2,xm_011734357.1,xm_011994119.1,xm_017655482.1,xm_005066124.2,xm_012785245.1,xm_005365029.2,xm_016209968.1,xm_007500226.2,xm_013054606.1,xm_017794823.1,xm_003264972.2,xm_004581665.1,xm_004645625.2,xm_004392674.2,xm_004274839.2,xm_002713049.3,xm_003796249.2,xm_012100204.1,xm_014344153.1,xm_016940005.1,xm_017955247.1,xm_009238697.1,xm_012655152.1,xm_011370559.1,xm_010377279.1,xm_016125405.1,xm_010337766.1,xm_004616009.1,xm_013981986.1,xm_004368332.1,xm_006160635.2,xm_019944524.1
2,HRH2,NM_022304,nm_001198697.1,nm_008286.2,xm_008771486.2,xm_002921730.3,xm_012466338.1,xm_015464947.1,xm_008990552.2,xm_010995198.1,xm_005618867.2,xm_018053708.1,xm_005005166.2,xm_014786095.1,xm_012051072.1,xm_013509466.1,xm_008015354.1,xm_006864843.1,xm_004679239.2,xm_003498117.2,xm_004449008.1,xm_013016044.1,xm_004697138.1,xm_006884430.1,xm_008147590.1,xm_014730506.1,xm_007524365.2,xm_006927900.3,xm_008576453.1,xm_019028619.1,xm_004836354.2,xm_005334101.2,xm_004665023.1,xm_010592685.1,xm_015452258.1,xm_011740120.1,xm_011990169.1,xm_017660967.1,xm_013119273.1,xm_012781540.2,xm_005355192.1,xm_016208792.1,xm_016428413.1,xm_004737567.2,xm_008847342.1,xm_012504680.1,xm_012927628.1,xm_004632308.1,xm_004401449.1,xm_004272020.2,xm_008255437.2,xm_012806584.1,xm_012180653.2,xm_003814015.3,xm_009450086.2,xm_017960148.1,xm_002832877.2,xm_012662456.1,xm_011383554.1,xm_010388360.1,xm_016155217.1,xm_010346641.1,xm_004611531.2,xm_013987557.1,xm_004371177.1,xm_006158941.1,xm_004315948.2
2,HRH3,NM_007232,nm_001032898.1,nm_133849.3,nm_053506.2,xm_019800797.1,xm_012440425.1,xm_010811782.1,xm_017972157.1,xm_010987850.1,xm_005635258.2,xm_018057589.1,nm_001172737.1,xm_014787575.1,xm_012074304.1,xm_013507434.1,xm_008011954.1,xm_006873366.1,xm_012728154.1,xm_016966314.1,xm_012524482.1,xm_013030342.1,xm_004716081.2,xm_006896934.1,xm_008157098.1,xm_014735314.1,xm_016186938.1,xm_019828018.1,xm_008570564.1,xm_004062483.2,xm_004841001.1,xm_013358583.1,xm_012951429.1,xm_010601176.1,xm_005569520.2,xm_011722628.1,xm_011992421.1,xm_017640825.1,xm_005074513.2,xm_012772903.2,xm_005362753.2,xm_016203268.1,xm_016428684.1,xm_013060130.1,xm_008843236.2,xm_003281518.3,xm_004586119.1,xm_004644171.1,xm_004410142.1,xm_004282332.2,nm_001082226.1,xm_012803858.1,xm_015099480.1,xm_008963199.1,xm_016938236.1,xm_009215814.1,xm_009233792.1,xm_012654565.1,xm_011374125.1,xm_010365188.1,xm_016132284.1,xm_010343177.1,xm_004620274.1,nm_214034.1,xm_004370519.2,xm_006157728.1,
2,HRH4,NM_021624,xm_001096657.3,nm_153087.2,nm_131909.1,xm_002912660.3,xm_012444998.1,xm_001251983.5,xm_002757128.3,xm_010977075.1,xm_547634.3,xm_005697111.3,nm_001172747.1,xm_004420991.2,xm_012056105.1,xm_005372722.2,xm_007974424.1,xm_006835122.1,xm_004683988.1,xm_007633191.1,xm_004465138.1,xm_013014871.1,xm_004703072.1,xm_006895047.1,xm_008139381.1,nm_001163969.1,xm_007528423.1,xm_003995081.3,xm_008588294.1,xm_004059256.2,xm_004853299.1,xm_005329046.1,xm_004654840.1,xm_003406351.1,nm_001287717.1,xm_011713523.1,xm_011988058.1,xm_017640971.1,xm_005065368.1,xm_012745950.1,xm_005355794.1,xm_016195981.1,xm_001365065.3,xm_004742856.2,xm_008847628.1,xm_004087736.1,xm_004579705.1,xm_004635772.1,xm_004413714.1,xm_004273784.2,xm_002713460.3,xm_003784778.1,xm_004020464.3,xm_003830278.1,xm_523890.4,xm_003914247.3,xm_002828121.1,xm_012641767.1,xm_011360410.1,xm_010383212.1,xm_016119951.1,xm_003924774.2,xm_004606025.1,nm_214122.1,xm_004387932.2,xm_006163670.2,xm_004318631.2
2,MC1R,nm_002386,xm_015126842.1,nm_008559.2,xm_006222790.3,xm_011234282.2,xm_012467205.1,nm_174108.2,xm_008986415.2,xm_010998037.1,nm_001014282.2,xm_018063150.1,xm_013149375.1,xm_014792595.1,xm_012082356.1,xm_005411071.2,xm_007994446.1,xm_006860254.1,xm_004686902.1,xm_007610993.2,xm_012530965.1,xm_013035661.1,xm_004704723.1,xm_006902856.1,xm_008140011.1,nm_001114534.1,xm_007531767.2,nm_001009324.1,xm_008563580.1,xm_019011697.1,xm_004842614.2,xm_005335406.2,xm_004664824.1,xm_003418046.2,xm_005592836.2,xm_011722800.1,xm_011978135.1,xm_017662249.1,xm_005073162.2,xm_012748523.2,xm_005345859.2,xm_016212290.1,xm_003339779.2,xm_013056885.1,xm_008842140.2,xm_012505305.1,xm_012926641.1,xm_012517799.1,xm_004392169.1,xm_004280129.2,xm_008251955.2,xm_012812026.1,nm_001282528.1,xm_008965994.2,nm_001009152.1,nm_001164589.1,xm_009251076.1,xm_012657180.1,xm_011379128.1,xm_010378444.1,xm_016128930.1,xm_010332564.1,xm_004600791.1,nm_001008690.1,xm_004377817.1,xm_006152522.2,xm_004326869.2
2,MC2R,NM_000529,xm_015121551.1,nm_001301372.1,xm_008772095.2,xm_002922869.3,xm_012472535.1,nm_174109.2,xm_017963839.1,xm_010977012.1,xm_003638756.1,xm_005697161.1,nm_001172982.1,xm_004421073.2,xm_012088686.1,xm_005372543.2,xm_007974766.1,xm_006839165.1,xm_004683714.1,xm_007634923.1,xm_004449507.1,xm_013027163.1,xm_004703946.1,xm_006881761.1,xm_008159527.1,xm_014727788.1,xm_007529170.1,xm_003994992.3,xm_008563231.1,xm_004059219.2,xm_004853291.2,xm_005334902.1,xm_004656821.1,xm_003406775.1,xm_005587281.2,xm_011736703.1,xm_011985545.1,xm_017661123.1,nm_001282298.1,xm_012746280.2,xm_005356241.2,xm_016197358.1,xm_007487766.2,xm_004742647.1,xm_008825922.1,xm_003276710.1,xm_004581817.1,xm_004648535.1,xm_004415471.2,xm_004275981.1,xm_017344288.1,xm_003801003.1,xm_012103246.2,xm_008959934.1,xm_016933227.1,xm_009192306.2,xm_002827999.1,xm_012649983.1,xm_011381330.1,xm_010375468.1,xm_016139167.1,xm_003924884.2,xm_004620132.1,xm_003482032.3,xm_004389865.2,xm_006164070.1,xm_019920793.1
2,MC3R,NM_019888,xm_001091108.2,nm_008561.3,nm_001025270.3,xm_002921212.3,xm_012467205.1,xm_010822594.2,xm_008996150.2,xm_010991614.1,xm_005634698.2,xm_005688325.2,xm_003463631.1,xm_004430252.2,xm_012058963.1,xm_005392278.1,xm_008013576.1,xm_006839165.1,xm_004686902.1,xm_007635263.2,xm_004447711.2,xm_013024332.1,xm_004703022.1,xm_006881761.1,xm_008141195.1,nm_001256972.1,xm_007532920.1,xm_019826335.1,xm_008591254.1,xm_004062397.2,xm_004858018.1,xm_005341382.1,xm_004663793.1,xm_003419904.2,xm_005569389.2,xm_011722800.1,xm_011978135.1,xm_017662461.1,xm_005074460.2,xm_012748523.2,xm_005362820.1,xm_016214205.1,xm_001378078.2,xm_004759885.1,xm_008835130.1,xm_003252957.3,xm_004585913.1,xm_004636015.1,xm_004417332.2,xm_004282291.2,xm_017350459.1,xm_003787711.2,xm_004014450.3,xm_003806140.2,xm_525362.5,xm_003904591.2,xm_002830450.1,xm_012645848.1,xm_011370174.1,xm_010356697.1,xm_016134143.1,xm_003932603.2,xm_004620193.1,xm_013985481.1,xm_004370221.2,xm_006141976.2,xm_004326869.2
2,MC4R,NM_005912,xm_001088600.3,nm_016977.4,nm_013099.3,xm_002924679.3,xm_012446400.1,nm_174110.1,xm_002757291.3,xm_010979985.1,nm_001080724.1,nm_001285591.1,nm_001173398.1,xm_004422594.2,xm_012069073.1,xm_005373009.2,xm_008013899.1,xm_006837531.1,xm_004683944.2,xm_003504942.2,xm_004448774.1,xm_013018926.1,xm_004703022.1,xm_006892724.1,xm_008149588.1,xm_001489656.4,xm_007524020.2,xm_019815373.1,xm_008591271.1,xm_004059486.2,xm_004858430.2,xm_005323018.1,xm_004654784.1,xm_003406273.2,nm_001319525.1,xm_011733354.1,xm_012000109.1,xm_017664448.1,xm_005074647.2,xm_012783502.1,xm_005356217.1,xm_016223497.1,nm_001111024.1,xm_004745584.2,xm_008840026.1,xm_003264287.3,xm_004579458.1,xm_004638268.1,xm_004398054.2,xm_004268059.2,xm_002713616.3,xm_003788421.2,nm_001126370.2,xm_003827262.3,nm_001159735.1,xm_003914439.3,xm_002828263.2,xm_012651746.1,xm_011361075.1,xm_010363992.1,xm_016155734.1,xm_003926026.2,xm_004601699.1,nm_214173.1,xm_004379274.2,xm_006156941.2,xm_004314272.2
2,MC5R,NM_005913,nm_001193897.1,nm_013596.2,xm_017600861.1,xm_019803380.1,xm_012472498.1,nm_001015542.1,xm_017963838.1,xm_010977013.1,xm_005615400.2,xm_005697159.2,xm_003464419.2,xm_014780327.1,xm_012088688.1,xm_005372545.2,xm_007974765.1,xm_006876579.1,xm_004683965.1,xm_007647013.2,xm_004449508.1,xm_013027140.1,xm_004703945.1,xm_006902758.1,xm_008161338.1,xm_014727791.1,xm_007529169.2,xm_019814371.1,xm_008591254.1,xm_004059218.1,xm_004853290.1,xm_005334884.2,xm_004656822.1,xm_010587123.1,xm_005587280.2,xm_011736702.1,xm_011985544.1,xm_017662461.1,nm_001287611.1,xm_012746214.2,xm_005356240.1,xm_016197357.1,xm_016431701.1,xm_004742648.1,xm_008825935.1,xm_004092888.2,xm_004581636.1,xm_004647219.1,xm_004408458.1,xm_004282291.2,xm_008260992.2,xm_003801010.2,xm_012103247.2,xm_003807796.2,nm_001009119.1,xm_003914114.3,xm_003780281.1,xm_012649985.1,xm_011381329.1,xm_010375480.1,xm_016119847.1,xm_003924883.2,xm_004620111.1,xm_003356337.3,xm_004370221.2,xm_006164069.2,xm_004326869.2
2,MCHR1,NM_005297,nm_001032885.1,nm_145132.2,nm_031758.1,xm_002927022.3,xm_012459038.1,nm_001103292.1,xm_002763916.2,xm_010983540.1,xm_005625673.2,xm_018048808.1,xm_003470513.3,xm_004437890.2,xm_012031445.1,xm_005379325.1,xm_007975881.1,xm_006866883.1,xm_004675640.2,xm_003513959.2,xm_004484168.2,xm_013024850.1,xm_004700268.1,xm_006890097.1,xm_008144590.1,xm_003364301.3,xm_016188326.1,xm_003989283.4,xm_008566685.1,xm_019020536.1,xm_004845541.2,xm_005322224.1,xm_004650335.1,xm_010599314.1,xm_005567181.2,xm_011712244.1,xm_011978808.1,xm_017666453.1,xm_005067010.2,xm_012741912.2,xm_005354163.2,xm_016205277.1,xm_001377997.3,xm_004771271.2,xm_008844824.2,xm_003264790.3,xm_004589482.2,xm_004634646.1,xm_004397433.2,xm_004279514.1,xm_008275187.2,xm_012814199.1,xm_004007006.3,xm_003814610.2,nm_001012438.1,xm_003905586.3,xm_003779559.2,xm_012638016.1,xm_011369065.1,xm_010378286.1,xm_016162628.1,xm_003932845.2,xm_004610528.1,xm_013997495.1,xm_004373889.1,xm_006150744.2,xm_004312821.2
2,MCHR2,NM_032503,xm_015136945.1,xm_006517608.3,xm_008766001.2,xm_002921971.3,xm_012444178.1,xm_003586469.2,xm_017971280.1,xm_010989650.1,xm_014118021.1,xm_005684672.2,xm_003469427.3,xm_004422152.1,xm_012066902.1,xm_013510719.1,xm_008007499.1,xm_006865856.1,,xm_003503790.3,xm_004483860.2,xm_013022379.1,xm_004710897.1,xm_006881193.1,xm_008153176.1,xm_001503901.2,xm_016188501.1,xm_019831013.1,xm_008580927.1,xm_004044449.2,xm_013078765.1,xm_005335882.2,xm_004660658.2,xm_010602140.1,xm_005552285.2,xm_011771475.1,xm_012002614.1,xm_017648281.1,xm_013122384.1,xm_012738806.1,xm_005352326.2,xm_016220200.1,xm_001377724.3,xm_004767090.1,xm_008829846.2,xm_003258373.2,xm_004580357.2,,xm_004407083.1,xm_004264859.2,nm_001082382.1,xm_003798208.1,xm_004011494.1,xm_003824355.3,xm_001141159.4,xm_009205732.2,xm_002817186.1,xm_012661877.1,xm_011360730.1,xm_010367694.1,xm_016152007.1,xm_003922910.1,xm_004605690.2,xm_005659330.2,xm_004372418.1,xm_006148785.1,xm_019929489.1
2,NPY1R,NM_000909,xm_015139391.1,nm_010934.4,xm_006253024.3,xm_019808244.1,xm_012438977.1,xm_005207560.3,xm_002745274.3,xm_010986364.1,xm_005628820.2,xm_005681252.3,xm_003479649.3,xm_004442240.2,xm_012086501.1,xm_005373596.2,xm_008000172.1,xm_006872515.1,xm_004685371.2,xm_007615021.2,xm_004450805.2,xm_013024585.1,xm_004708741.1,xm_006892771.1,xm_008144398.1,xm_001499988.4,xm_007530373.2,xm_003984893.4,xm_008591463.1,xm_004040579.2,xm_004848237.1,xm_005329278.1,xm_004669699.1,xm_003418487.2,xm_005556212.2,xm_011752925.1,xm_011983984.1,xm_017664177.1,xm_005088432.2,xm_012735592.1,xm_005367757.2,xm_016200277.1,xm_001374237.3,xm_004775527.2,xm_008847804.1,xm_003257917.3,xm_004591418.2,xm_004630616.1,xm_012566635.1,xm_004266151.1,xm_017350126.1,xm_012808132.1,xm_004009578.3,xm_003822529.3,xm_526713.5,xm_003899329.3,xm_002815260.3,xm_012646094.1,xm_011363694.1,xm_010375945.1,xm_016154574.1,xm_003942716.1,xm_004606144.1,xm_005666677.2,xm_004382057.1,xm_006156474.1,xm_004329095.2
2,NPY2R,NM_000910,nm_001032832.1,xm_006501115.1,xm_006232534.3,xm_019804959.1,xm_012448509.1,xm_005217432.1,xm_017970186.1,xm_010980310.1,xm_005629373.2,xm_013970469.2,xm_013160052.1,xm_014780178.1,xm_012086593.1,xm_005400954.2,xm_008000064.1,xm_006867905.1,xm_004685344.2,xm_003499467.2,xm_004468925.1,xm_013029834.1,xm_004708725.1,xm_006884453.1,xm_008144257.1,nm_001257129.1,xm_007535058.2,xm_006930805.3,xm_008581043.1,xm_019025148.1,xm_013066994.1,xm_005330915.2,xm_004655882.1,xm_003417522.2,xm_005556135.2,xm_011752819.1,xm_011970481.1,xm_017679992.1,xm_013117771.1,xm_012783630.1,xm_005344145.2,xm_016197811.1,xm_007496203.2,xm_004772027.1,xm_008854293.1,xm_003257870.3,xm_004591396.1,xm_004648462.1,xm_004394251.2,xm_004263657.1,xm_008267271.2,xm_003803002.2,xm_012097311.2,xm_008976159.2,xm_009448435.2,xm_009207748.2,xm_009235767.1,xm_012645239.1,xm_011360320.1,xm_010358028.1,xm_016138652.1,xm_003927953.2,xm_004606165.2,xm_005666792.2,xm_004378801.2,xm_006164200.1,xm_019944056.1
2,NPY4R,nm_005972,xm_001083178.1,nm_008919.4,nm_031581.2,xm_002915386.3,xm_012472594.1,nm_001205579.1,xm_017963352.1,xm_010993370.1,xm_546199.2,xm_018042636.1,xm_013148531.1,xm_004432461.2,xm_012072118.1,xm_005407918.1,xm_007962686.1,xm_006872515.1,xm_012723431.1,xm_003495321.1,xm_004483224.1,xm_013036673.1,xm_004708741.1,xm_006892771.1,xm_008149136.1,xm_014734125.1,xm_007534902.1,xm_006937948.2,xm_008584617.1,xm_004049354.2,xm_004875123.1,xm_005329248.2,xm_004658027.1,xm_003411596.2,xm_015456084.1,xm_011749700.1,xm_011990899.1,xm_017679702.1,xm_005077635.1,xm_012788055.1,xm_005348617.1,xm_016214739.1,xm_007478570.2,xm_004765819.2,xm_008834133.2,xm_003278193.1,xm_004583329.1,xm_004641241.1,xm_004410216.1,xm_004286505.2,xm_008269879.2,xm_003803022.2,xm_012105464.2,xm_003804358.1,xm_016918293.1,xm_017962816.1,xm_002820687.2,xm_012651270.1,xm_011355376.1,xm_010376025.1,xm_016142780.1,xm_003929961.1,xm_004607408.1,xm_013981691.1,xm_004382057.1,xm_006147743.2,xm_004325593.2
2,NPY5R,NM_006174,xm_015139388.1,xm_006509599.3,xm_006253014.3,xm_019808242.1,xm_012438976.1,nm_001102527.2,xm_017970171.1,xm_010986365.1,xm_014119228.1,xm_018049160.1,xm_005008002.2,xm_014796624.1,xm_012086505.1,xm_013513555.1,xm_008000162.1,xm_006872514.1,xm_004685372.2,xm_016966352.1,xm_004450806.1,xm_013025300.1,xm_004708742.1,xm_006892770.1,xm_008144387.1,xm_005607648.2,xm_007530372.1,xm_019828757.1,xm_008591464.1,xm_004040580.2,xm_004848236.1,xm_005329277.1,xm_004669700.1,xm_003418505.2,xm_005556211.2,xm_011752922.1,xm_011983981.1,xm_017667393.1,xm_013117173.1,xm_012735587.1,xm_005367756.1,xm_016217578.1,xm_016422798.1,xm_013047333.1,xm_008847802.1,xm_004088550.2,xm_004591419.2,xm_004630615.2,xm_004412403.2,xm_004266150.2,xm_008273477.2,xm_003794698.2,xm_012179381.1,xm_008976130.1,nm_001279878.1,xm_009207788.2,xm_009240415.1,xm_012646095.1,xm_011363695.1,xm_010375944.1,xm_016154572.1,xm_010330572.1,xm_004622742.2,xm_003129011.3,xm_004382058.2,xm_006156496.1,xm_019926754.1
2,OXER1,NM_148962,xm_001110986.3,nm_019941.2,nm_024125.5,xm_019793140.1,xm_012450611.1,xm_005193887.3,xm_008980774.2,xm_010997177.1,xm_014117498.1,xm_013967583.2,xm_013144777.1,xm_004436734.1,xm_012084938.1,xm_005415327.2,xm_007970812.1,xm_006839463.1,xm_012727344.1,xm_007624988.2,xm_004484978.2,xm_013023063.1,xm_004700055.2,xm_006882381.1,xm_008162465.1,xm_001917724.2,xm_007539799.1,xm_011281088.2,xm_008569560.1,xm_004065327.2,xm_004844096.1,xm_005343027.2,xm_004673240.2,xm_010595918.1,xm_005576013.2,xm_011713053.1,xm_011978191.1,xm_017669803.1,xm_005088502.2,xm_020288018.1,xm_005344399.2,xm_016219024.1,xm_007476891.2,xm_013056337.1,xm_008839315.2,xm_012501275.1,xm_004595402.1,xm_012515727.1,xm_004400184.1,xm_004286822.2,xm_008250523.2,xm_012803980.1,xm_012172809.2,xm_003809129.3,xm_009442397.2,xm_003919521.2,xm_002812088.3,xm_012653793.1,xm_011361423.1,xm_010382591.1,xm_016142244.1,xm_003926776.2,xm_012933294.1,nm_001244941.1,xm_004369601.2,xm_014592140.1,xm_004332393.2
2,OXGR1,NM_080818,xm_015121327.1,nm_001001490.3,xm_006252471.3,xm_002914858.1,xm_012458608.1,xm_015465822.1,xm_017966268.1,xm_010980255.1,xm_014106258.1,xm_005687762.2,xm_003477607.1,xm_004423120.2,xm_012035459.1,xm_013517055.1,xm_007960712.1,xm_006831994.1,xm_004695945.2,xm_003495227.1,xm_004467578.1,xm_013022989.1,xm_013007578.1,xm_006879623.1,xm_008143991.1,xm_001490473.2,xm_007521906.2,xm_019828692.1,xm_008567395.1,xm_004054656.2,xm_004870842.2,xm_005317030.1,xm_004651056.1,xm_003409582.1,xm_005586120.2,xm_011734088.1,xm_011970659.1,xm_017667906.1,xm_013120090.1,xm_012769724.1,xm_005355677.1,xm_016203812.1,xm_001377251.3,xm_004746129.1,xm_008823604.1,xm_012506909.1,xm_004600031.2,xm_004631203.1,xm_004417799.2,xm_004273649.2,xm_008260113.2,xm_003789581.2,xm_015098034.1,xm_014347475.1,xm_001139960.5,xm_009192101.2,xm_002824372.1,xm_012647349.1,xm_011355503.1,xm_010387110.1,xm_016123122.1,xm_003928206.2,xm_012933951.1,xm_013992164.1,xm_004371388.2,xm_006141552.2,xm_004319472.2
2,OXTR,NM_000916,nm_001044732.1,xm_006505723.1,xm_008763182.2,xm_002920379.3,xm_012471068.1,nm_174134.2,xm_017965047.1,xm_010985013.1,xm_005632029.1,xm_018038465.1,xm_013146337.1,xm_004442201.2,xm_012059968.1,xm_013509073.1,xm_007985100.1,xm_006851575.1,xm_012732271.1,xm_003498097.3,xm_004456437.2,xm_013010355.1,xm_004702265.1,xm_006888899.1,xm_008151705.1,xm_014731360.1,xm_007522286.1,xm_019824934.1,xm_008594887.1,xm_004033536.2,xm_004835258.2,xm_005333842.1,xm_004651480.1,xm_003409984.2,nm_001319545.1,xm_011734209.1,xm_012000637.1,xm_017667917.1,xm_005066161.2,xm_020284221.1,xm_005364985.1,xm_016209983.1,xm_016424471.1,xm_013054129.1,xm_008854810.2,xm_012502228.1,xm_004581281.1,xm_004625053.1,xm_004412946.1,xm_004274790.1,xm_008273575.2,xm_003785470.1,nm_001009752.1,xm_008966892.1,xm_001144020.5,xm_003894143.2,xm_002813482.2,xm_012646708.1,xm_011370654.1,xm_010369904.1,xm_016134616.1,xm_003927113.2,xm_004616029.1,xm_005669742.2,xm_004368292.1,xm_006152039.2,xm_019944678.1
2,TACR1,nm_001058,nm_001037861.1,xm_006505865.3,nm_012667.2,xm_019801988.1,xm_012452131.1,xm_015465312.1,xm_002757584.4,xm_010988559.1,nm_001012619.1,xm_005686308.3,xm_013151476.1,xm_004437186.2,xm_012084411.1,xm_005385472.2,xm_007970096.1,xm_006870780.1,xm_004691576.2,xm_003497998.2,xm_004473444.1,xm_013034599.1,xm_004704374.1,xm_006880983.1,xm_008147393.1,xm_001499680.3,xm_007523370.2,xm_003984160.3,xm_008579702.1,xm_004029494.2,xm_004844651.1,xm_005329393.1,xm_004660549.1,xm_003413703.2,xm_005575491.2,xm_011713727.1,xm_011987255.1,xm_017648533.1,xm_005078288.2,xm_012757345.1,xm_005364701.1,xm_016202509.1,xm_001372606.3,xm_004742277.1,xm_008841586.2,xm_003268716.1,xm_004590706.1,xm_004634135.1,xm_004398747.1,xm_004277124.1,xm_002709702.3,xm_003793360.1,xm_004006114.3,xm_003810318.2,xm_525793.5,xm_017947667.1,xm_002811856.2,xm_012664881.1,xm_011358084.1,xm_010379274.1,xm_016130698.1,xm_003922565.2,xm_004612007.1,xm_003482466.3,xm_012555638.1,xm_006151196.1,xm_019942074.1
